Codigo,Nombre,Categoria,Tecnologia,Estado,Departamento,Municipio,Ubicación,Altitud,Fecha_instalacion,Fecha_suspension,Area Operativa,Corriente,Area Hidrografica,Zona Hidrografica,Subzona hidrografica,Entidad
26055120,UNIVERSIDAD DEL VALLE  - AUT [26055120],Climática Principal,Automática con Telemetría,Activa,Valle del Cauca,Cali,"(3.378, -76.53388889)",996,2006-11-25 19:00,,Area Operativa 09 - Cauca-Valle-Caldas,0,Magdalena Cauca,Cauca,"Ríos Lilí, Melendez y Canaveralejo",INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26085160,SILOE - AUT [26085160],Climática Principal,Automática con Telemetría,Activa,Valle del Cauca,Cali,"(3.4255, -76.56061111)",1238,2005-06-28,,Area Operativa 09 - Cauca-Valle-Caldas,Yaguara,Magdalena Cauca,Cauca,"Ríos Lilí, Melendez y Canaveralejo",INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
54077210,JUANCHACO - AUT [54077210],Mareográfica,Automática con Telemetría,Activa,Valle del Cauca,Buenaventura,"(3.92514722, -77.34900556)",18,2005-06-23,,Area Operativa 09 - Cauca-Valle-Caldas,Oceano Pacifico,Pacifico,San Juán,Ríos Calima y  Bajo San Juan,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21185090,NATAIMA - AUT [21185090],Agrometeorológica,Automática con Telemetría,Activa,Tolima,Espinal,"(4.18813889, -74.96047222)",393,2005-10-16,,Area Operativa 10 - Tolima,Cuinde,Magdalena Cauca,Alto Magdalena,Río Luisa y otros directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21195170,PAQUILO - AUT [21195170],Climática Principal,Automática con Telemetría,Activa,Cundinamarca,Cabrera (Cundinamarca),"(3.99361111, -74.39805556)",2957,2005-07-23,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Cuinde,Magdalena Cauca,Alto Magdalena,Río Sumapaz,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21167090,HACIENDA EL RUBY - AUT [21167090],Limnigráfica,Convencional,Activa,Tolima,Cunday,"(4.01105556, -74.71902778)",450,1991-08-15,,Area Operativa 10 - Tolima,Cunday,Magdalena Cauca,Alto Magdalena,Río Prado,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
22075050,PARAMO DE YERBABUENA  - AUT [22075050],Climática Principal,Automática con Telemetría,Activa,Tolima,Roncesvalles,"(4.07580556, -75.70083333)",3394,2007-09-29 19:00,,Area Operativa 10 - Tolima,0,Magdalena Cauca,Saldaña,Rïo Cucuana,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
35017020,PUENTE LLERAS - AUT [35017020],Limnigráfica,Automática con Telemetría,Activa,Meta,Puerto López,"(4.10301944, -72.93638333)",177,1972-03-15,,Area Operativa 03 - Meta-Guaviare-Guainía,Meta,Orinoco,Meta,Directos Rio Metica entre ríos Guayuriba y Yucao,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21167080,LA MORA - AUT [21167080],Limnigráfica,Automática con Telemetría,Activa,Tolima,Prado,"(3.72519444, -74.82644444)",464,1990-10-15,,Area Operativa 10 - Tolima,Negro,Magdalena Cauca,Alto Magdalena,Río Prado,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26095320,EL VINCULO - AUT [26095320],Agrometeorológica,Automática con Telemetría,Activa,Valle del Cauca,Buga,"(3.83480556, -76.30000556)",98,2005-06-24,,Area Operativa 09 - Cauca-Valle-Caldas,Negro,Magdalena Cauca,Cauca,"Ríos Guabas,Sabaletas y Sonso",INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21137010,PURIFICACION - AUT [21137010],Limnigráfica,Automática con Telemetría,Activa,Tolima,Purificación,"(3.84952778, -74.93577778)",306,1959-11-15,,Area Operativa 10 - Tolima,Magdalena,Magdalena Cauca,Alto Magdalena,"Río Aipe, Río Chenche y otros directos al Magdalena",INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21137050,RIO ANGOSTURA  - AUT [21137050],Limnigráfica,Automática con Telemetría,Activa,Tolima,Natagaima,"(3.44319444, -75.11880556)",345,1975-01-14 19:00,,Area Operativa 04 - Huila-Caquetá,Magdalena,Magdalena Cauca,Alto Magdalena,"Río Aipe, Río Chenche y otros directos al Magdalena",INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],Climática Principal,Automática con Telemetría,Activa,Valle del Cauca,Cali,"(3.4545, -76.49972222)",975,2006-11-22 19:00,,Area Operativa 09 - Cauca-Valle-Caldas,0,Magdalena Cauca,Cauca,"Ríos Lilí, Melendez y Canaveralejo",INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26105240,EL PLACER - AUT [26105240],Climática Principal,Automática con Telemetría,Activa,Valle del Cauca,Buga,"(3.87911111, -76.10055556)",22,2005-06-30,,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena,Magdalena Cauca,Cauca,Ríos Tulua y Morales,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21215190,CAJAMARCA - AUT [21215190],Climática Principal,Automática con Telemetría,Activa,Tolima,Cajamarca,"(4.43566667, -75.50036111)",2530,2005-12-10,,Area Operativa 10 - Tolima,Saldana,Magdalena Cauca,Alto Magdalena,Río Coello,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21217180,MONTEZUMA [21217180],Limnigráfica,Automática con Telemetría,Activa,Tolima,Ibagué,"(4.48205556, -75.28605556)",1450,1973-12-15,,Area Operativa 10 - Tolima,Combeima,Magdalena Cauca,Alto Magdalena,Río Coello,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
23125170,SAN CAYETANO - AUT [23125170],Climática Principal,Automática con Telemetría,Activa,Cundinamarca,San Cayetano (Cundinamarca),"(5.33333333, -74.01666667)",2807,2004-12-01,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,0,Magdalena Cauca,Medio Magdalena,Río Carare (Minero),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21195190,PASCA - AUT [21195190],Agrometeorológica,Automática con Telemetría,Activa,Cundinamarca,Pasca,"(4.31011111, -74.31175)",2256,2005-08-26,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Guatiquia,Magdalena Cauca,Alto Magdalena,Río Sumapaz,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21206920,VILLA TERESA - AUT [21206920],Climática Principal,Automática con Telemetría,Activa,Bogotá,"Bogota, D.C","(4.35, -74.15)",3624,2005-07-19,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Guatiquia,Magdalena Cauca,Alto Magdalena,Río Bogotá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21237010,NARINO - AUT [21237010],Limnigráfica,Convencional,Activa,Cundinamarca,Nariño (Cundinamarca),"(4.38777778, -74.838375)",277,1977-08-15,,Area Operativa 10 - Tolima,Magdalena,Magdalena Cauca,Alto Magdalena,Río Opía,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
31095030,PUERTO INIRIDA - AUT [31095030],Agrometeorológica,Automática con Telemetría,Activa,Guainía,Inírida,"(3.87441667, -67.91905556)",100,2003-03-26 19:00,,Area Operativa 03 - Meta-Guaviare-Guainía,0,Orinoco,Inírida,"R._Inírida_(mi),_hasta_bocas_Caño_Bocón,_y_R._Las Viñas",INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21195160,SUBIA - AUT [21195160],Climática Principal,Automática con Telemetría,Suspendida,Cundinamarca,Silvania,"(4.47661111, -74.38388889)",275,2004-09-27 19:00,2019-05-03 9:58,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,0,Magdalena Cauca,Alto Magdalena,Río Sumapaz,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
22057010,PIEDRAS DE COBRE  - AUT [22057010],Limnigráfica,Automática con Telemetría,Activa,Tolima,Saldaña,"(3.90838889, -75.10327778)",3452,1959-09-14 19:00,,Area Operativa 10 - Tolima,Saldana,Magdalena Cauca,Saldaña,Bajo Saldaña,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
53119010,BUENAVENTURA IDEAM  - AUT [53119010],Mareográfica,Automática con Telemetría,Activa,Valle del Cauca,Buenaventura,"(3.890175, -77.06190833)",40,1941-05-14 19:00,,Area Operativa 09 - Cauca-Valle-Caldas,Pacifico,Pacifico,Tapaje - Dagua - Directos,Dagua - Buenaventura - Bahia Málaga,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21235030,UNIVERSIDAD DE CUNDINAMARCA - AUT [21235030],Climática Principal,Automática con Telemetría,Activa,Cundinamarca,Girardot,"(4.30533333, -74.80811111)",309,2004-09-29 19:00,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,0,Magdalena Cauca,Alto Magdalena,Río Seco y otros Directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21215160,CERROS NOROCCIDENTALES  - AUT [21215160],Climática Principal,Automática con Telemetría,Activa,Tolima,Ibagué,"(4.47036111, -75.24386111)",1946,2005-10-17 19:00,,Area Operativa 10 - Tolima,0,Magdalena Cauca,Alto Magdalena,Río Coello,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21215170,LA MARTINICA - AUT [21215170],Climática Principal,Automática con Telemetría,Suspendida,Tolima,Ibagué,"(4.402, -75.22905556)",1780,2005-12-10,2014-08-28,Area Operativa 10 - Tolima,Magdalena,Magdalena Cauca,Alto Magdalena,Río Coello,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26127010,EL ALAMBRADO [26127010],Limnigráfica,Automática con Telemetría,Activa,Valle del Cauca,Caicedonia,"(4.41025, -75.87538889)",151,1953-01-15,,Area Operativa 09 - Cauca-Valle-Caldas,La Vieja,Magdalena Cauca,Cauca,Río La Vieja,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26105250,ZARAGOZA - AUT [26105250],Agrometeorológica,Automática con Telemetría,Activa,Valle del Cauca,Cartago,"(4.68977778, -75.92519444)",943,2005-06-30,,Area Operativa 09 - Cauca-Valle-Caldas,La Vieja,Magdalena Cauca,Cauca,Rios Las Cañas - Los Micos y Obando,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26127040,CARTAGO [26127040],Limnigráfica,Automática con Telemetría,Activa,RIsaralda,Pereira,"(4.75761111, -75.89925)",937,1945-01-15,,Area Operativa 09 - Cauca-Valle-Caldas,La Vieja,Magdalena Cauca,Cauca,Río La Vieja,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21255160,HACIENDA PAJONALES [21255160],Agrometeorológica,Automática con Telemetría,Activa,Tolima,Ambalema,"(4.76072222, -74.83425)",277,2005-10-18,,Area Operativa 10 - Tolima,La Vieja,Magdalena Cauca,Alto Magdalena,Río Lagunilla y Otros Directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26135300,PNN QUIMBAYA - AUT [26135300],Agrometeorológica,Automática con Telemetría,Activa,RIsaralda,Pereira,"(4.76191667, -75.74491667)",1881,2004-07-14,,Area Operativa 09 - Cauca-Valle-Caldas,La Vieja,Magdalena Cauca,Cauca,Río La Vieja,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26115090,LAS BRISAS - AUT [26115090],Climática Principal,Automática con Telemetría,Activa,Valle del Cauca,Ansermanuevo,"(4.77558333, -76.14427778)",1971,2005-06-30,,Area Operativa 09 - Cauca-Valle-Caldas,La Vieja,Pacifico,San Juán,Río Sipí,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21206990,TIBAITATA - AUT [21206990],Agrometeorológica,Automática con Telemetría,Activa,Cundinamarca,Mosquera (Cundinamarca),"(4.69141667, -74.209)",2543,2004-10-27,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Meta,Magdalena Cauca,Alto Magdalena,Río Bogotá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26137220,EL RETEN - AUT [26137220],Limnigráfica,Automática con Telemetría,Activa,RIsaralda,Santa Rosa De Cabal,"(4.72819444, -75.60344444)",188,1993-11-15,,Area Operativa 09 - Cauca-Valle-Caldas,Otun,Magdalena Cauca,Cauca,Río La Vieja,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26125300,CALARCA - AUT [26125300],Climática Principal,Automática con Telemetría,Activa,Quindío,Calarcá,"(4.52830556, -75.59638889)",2255,2004-10-04,,Area Operativa 09 - Cauca-Valle-Caldas,Otun,Magdalena Cauca,Cauca,Río La Vieja,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
35035130,PARAMO CHINGAZA  - AUT [35035130],Climática Principal,Automática con Telemetría,Activa,Cundinamarca,Guasca,"(4.71366667, -73.80325)",3863,2004-11-23 19:00,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,0,Orinoco,Meta,Río Guayuriba,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21215180,BATALLON ROOKE  - AUT [21215180],Climática Principal,Automática con Telemetría,Activa,Tolima,Ibagué,"(4.41838889, -75.24866667)",1323,2005-12-09 19:00,,Area Operativa 10 - Tolima,0,Magdalena Cauca,Alto Magdalena,Río Coello,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21206980,SANTA CRUZ DE SIECHA  - AUT [21206980],Agrometeorológica,Automática con Telemetría,Activa,Cundinamarca,Guasca,"(4.78427778, -73.87080556)",3100,2005-11-07 19:00,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,0,Magdalena Cauca,Alto Magdalena,Río Bogotá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21206940,CIUDAD BOLIVAR [21206940],Climática Principal,Automática con Telemetría,Suspendida,Bogotá,"Bogota, D.C","(4.57686111, -74.17677778)",2687,2005-05-19,2018-08-24 10:27,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,0,Magdalena Cauca,Alto Magdalena,Río Bogotá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
35025080,PNN CHINGAZA - AUT [35025080],Climática Principal,Automática con Telemetría,Activa,Cundinamarca,La Calera,"(4.661, -73.82733333)",3205,2007-12-06,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Otun,Orinoco,Meta,Río Guayuriba,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26155280,NEV SANTA ISABEL [26155280],Climática Principal,Automática con Telemetría,Activa,Caldas,Villamaria,"(4.81758333, -75.37405556)",4685,2010-04-23,,Area Operativa 09 - Cauca-Valle-Caldas,Lagunilla,Magdalena Cauca,Cauca,Río Chinchiná,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
35085070,SANTA MARIA - AUT [35085070],Climática Principal,Automática con Telemetría,Activa,Boyacá,Santa María (Boyacá),"(4.84125, -73.25669444)",1300,2005-03-10,,Area Operativa 06 - Boyacá-Casanare-Vichada,Lagunilla,Orinoco,Meta,Río Garagoa,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26135310,SANTA ROSA - AUT [26135310],Climática Principal,Automática con Telemetría,Suspendida,RIsaralda,Santa Rosa De Cabal,"(4.84686111, -75.63563889)",1898,2005-10-23,2016-01-06,Area Operativa 09 - Cauca-Valle-Caldas,Lagunilla,Magdalena Cauca,Cauca,Río Otún y otros directos al Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26155240,PNN NEVADOS - AUT [26155240],Climática Principal,Automática con Telemetría,Activa,Caldas,Villamaria,"(4.85944444, -75.38241667)",3641,2007-08-24,,Area Operativa 09 - Cauca-Valle-Caldas,Lagunilla,Magdalena Cauca,Cauca,Río Chinchiná,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21255170,MURILLO - AUT [21255170],Climática Principal,Automática con Telemetría,Activa,Tolima,Murillo,"(4.87055556, -75.17327778)",323,2005-10-21,,Area Operativa 10 - Tolima,Lagunilla,Magdalena Cauca,Alto Magdalena,Río Lagunilla y Otros Directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26177030,LA VIRGINIA - AUT [26177030],Limnigráfica,Automática con Telemetría,Activa,RIsaralda,La Virginia,"(4.8925, -75.88269444)",922,1946-10-15,,Area Operativa 09 - Cauca-Valle-Caldas,Cauca,Magdalena Cauca,Cauca,Río Otún y otros directos al Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
35225030,MODULOS - AUT [35225030],Climática Ordinaria,Automática con Telemetría,Activa,Casanare,Orocué,"(4.91047222, -71.43305556)",130,2016-12-15,,Area Operativa 03 - Meta-Guaviare-Guainía,0,Orinoco,Meta,Caño Guanápalo y otros directos al Meta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26135290,MARSELLA - AUT [26135290],Agrometeorológica,Automática con Telemetría,Activa,RIsaralda,Marsella,"(4.92958333, -75.73838889)",1659,2005-06-19,,Area Operativa 09 - Cauca-Valle-Caldas,Cauca,Magdalena Cauca,Cauca,Río Otún y otros directos al Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26125290,ARMENIA - AUT [26125290],Climática Principal,Automática con Telemetría,En Mantenimiento,Quindío,Armenia (Quindío),"(4.53158333, -75.69069444)",1485,2004-09-28 19:00,,Area Operativa 09 - Cauca-Valle-Caldas,0,Magdalena Cauca,Cauca,Río La Vieja,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21206960,IDEAM BOGOTA  - AUT [21206960],Climática Principal,Automática con Telemetría,Activa,Bogotá,"Bogota, D.C","(4.6, -74.06666667)",2646,2005-04-10 19:00,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,0,Magdalena Cauca,Alto Magdalena,Río Bogotá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21205012,UNIVERSIDAD NACIONAL  - AUT [21205012],Climática Principal,Automática con Telemetría,Activa,Bogotá,"Bogota, D.C","(4.63808333, -74.08908333)",2556,2004-08-18 19:00,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,0,Magdalena Cauca,Alto Magdalena,Río Bogotá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21209920,SANTA ROSITA - AUT [21209920],Limnigráfica,Automática con Telemetría,Activa,Cundinamarca,Suesca,"(5.19225, -73.77905556)",2618,2005-05-19,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Bogota,Magdalena Cauca,Alto Magdalena,Río Bogotá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
24015110,LA BOYERA - AUT [24015110],Climática Ordinaria,Automática con Telemetría,Activa,Cundinamarca,Ubaté,"(5.30380556, -73.85175)",2610,1960-03-15,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Bogota,Magdalena Cauca,Sogamoso,Río Suárez,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
35215020,AEROPUERTO YOPAL - AUT [35215020],Climática Principal,Automática con Telemetría,Activa,Casanare,Yopal,"(5.32044444, -72.3875)",325,2005-11-17,,Area Operativa 06 - Boyacá-Casanare-Vichada,Bogota,Orinoco,Meta,Río Cravo Sur,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
35075080,PARAMO RABANAL - AUT [35075080],Climática Principal,Automática con Telemetría,Activa,Boyacá,Ventaquemada,"(5.39238889, -73.56277778)",3398,2005-03-13,,Area Operativa 06 - Boyacá-Casanare-Vichada,Bogota,Orinoco,Meta,Río Garagoa,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
35237030,TRINIDAD PAUTO - AUT [35237030],Limnigráfica,Automática con Telemetría,Activa,Casanare,Trinidad,"(5.41438889, -71.66836111)",178,2016-12-15,,Area Operativa 06 - Boyacá-Casanare-Vichada,Bogota,Orinoco,Meta,Río Pauto,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
23017040,ESPERANZA LA [23017040],Limnigráfica,Automática con Telemetría,Activa,Tolima,Mariquita,"(5.20616667, -74.91372222)",550,1988-09-15,,Area Operativa 10 - Tolima,Guali,Magdalena Cauca,Medio Magdalena,Río Gualí,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26145090,SANTA EMILIA - AUT [26145090],Climática Principal,Automática con Telemetría,Activa,RIsaralda,Belén De Umbría,"(5.20747222, -75.90294444)",1748,2005-10-21,,Area Operativa 09 - Cauca-Valle-Caldas,Guali,Magdalena Cauca,Cauca,Río Risaralda,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
35075070,CHINAVITA - AUT [35075070],Agrometeorológica,Automática con Telemetría,Activa,Boyacá,Chinavita,"(5.21925, -73.35038889)",212,2005-03-06,,Area Operativa 06 - Boyacá-Casanare-Vichada,Guali,Orinoco,Meta,Río Garagoa,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
54017040,TADO - AUT [54017040],Limnigráfica,Automática con Telemetría,Activa,Chocó,Tadó,"(5.26511111, -76.56275)",95,1973-08-15,,Area Operativa 09 - Cauca-Valle-Caldas,San Juan,Pacifico,San Juán,Río San Juan Alto,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
35085060,ZETAQUIRA - AUT [35085060],Climática Principal,Automática con Telemetría,Activa,Boyacá,Zetaquirá,"(5.29494444, -73.16994444)",1436,2004-12-12,,Area Operativa 06 - Boyacá-Casanare-Vichada,San Juan,Orinoco,Meta,Río Lengupá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
23065180,VILLETA - AUT [23065180],Climática Principal,Automática con Telemetría,Activa,Cundinamarca,Villeta,"(5.01686111, -74.47097222)",878,2004-12-10,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,San Juan,Magdalena Cauca,Medio Magdalena,Río Negro,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26155220,VILLAMARIA - AUT [26155220],Climática Principal,Automática con Telemetría,Activa,Caldas,Villamaria,"(5.04866667, -75.51388889)",1906,2004-06-14,,Area Operativa 09 - Cauca-Valle-Caldas,San Juan,Magdalena Cauca,Cauca,Río Chinchiná,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26155210,TORRE 4 - AUT [26155210],Climática Principal,Automática con Telemetría,Suspendida,Caldas,Manizales,"(5.06077778, -75.35611111)",3787,2004-07-14,2010-09-29,Area Operativa 09 - Cauca-Valle-Caldas,San Juan,Magdalena Cauca,Medio Magdalena,Río Guarinó,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26155230,EMAS - AUT [26155230],Climática Principal,Automática con Telemetría,Activa,Caldas,Manizales,"(5.08525, -75.50713889)",2211,2004-06-10,,Area Operativa 09 - Cauca-Valle-Caldas,San Juan,Magdalena Cauca,Cauca,Río Chinchiná,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
21206790,HACIENDA SANTA ANA - AUT [21206790],Climática Principal,Automática con Telemetría,Activa,Cundinamarca,Nemocón,"(5.0905, -73.88125)",2572,2004-06-10,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,San Juan,Magdalena Cauca,Alto Magdalena,Río Bogotá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
35085080,LA CAPILLA - AUT [35085080],Climática Principal,Automática con Telemetría,Activa,Boyacá,La Capilla,"(5.09919444, -73.436)",1917,2005-03-08,,Area Operativa 06 - Boyacá-Casanare-Vichada,San Juan,Orinoco,Meta,Río Garagoa,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26145080,PARAMO TATAMA [26145080],Climática Principal,Automática con Telemetría,Suspendida,RIsaralda,Santuario (Risaralda),"(5.12386111, -76.061)",3814,2005-12-14,2010-09-29,Area Operativa 09 - Cauca-Valle-Caldas,San Juan,Pacifico,San Juán,Río Tamaná y otros Directos San Juan,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
23065190,QUEBRADA NEGRA - AUT [23065190],Climática Principal,Automática con Telemetría,Activa,Cundinamarca,Quebradanegra,"(5.13761111, -74.48125)",1107,2005-10-06,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Negro,Magdalena Cauca,Medio Magdalena,Río Negro,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
23035030,BASE PALANQUERO  - AUT [23035030],Climática Principal,Automática con Telemetría,Activa,Cundinamarca,Puerto Salgar,"(5.49286111, -74.658)",170,2005-11-02 19:00,,Area Operativa 10 - Tolima,0,Magdalena Cauca,Medio Magdalena,Directos al Magdalena entre Ríos Seco y Negro (md),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
